+--------------------+------------------------------------+---------------------------------+----------------------------+
|         id         |           property_type            |            host_name            | COUNT(availabilities.date) |
| 19071875           | Entire condo                       | Monya                           | 9                          |
| 19100282           | Entire home                        | Christina                       | 9                          |
| 19102461           | Private room in home               | Selim                           | 9                          |
| 19103076           | Private room in home               | Selim                           | 9                          |
| 19117781           | Private room in home               | Roger Michael &Quot;Corey&Quot; | 9                          |
| 19140676           | Private room in condo              | Tianyu                          | 10                         |
| 19149341           | Boat                               | Deborah                         | 9                          |
| 19154786           | Entire rental unit                 | Kat                             | 9                          |
| 19174144           | Entire condo                       | Chris                           | 9                          |
| 19182289           | Private room in rental unit        | Huggy                           | 9                          |
| 19199379           | Entire rental unit                 | Elisangela                      | 9                          |
| 19209066           | Private room in rental unit        | Jay                             | 9                          |
| 19225442           | Private room in rental unit        | Matt                            | 9                          |
| 19243707           | Private room in home               | Margarita                       | 9                          |
| 19308245           | Entire rental unit                 | Thatch                          | 9                          |
| 19310183           | Entire condo                       | Rob                             | 9                          |
| 19356659           | Entire rental unit                 | Kat                             | 9                          |
| 19358947           | Entire rental unit                 | Kj                              | 9                          |
| 19364110           | Private room in home               | Siena                           | 9                          |
| 19364446           | Private room in rental unit        | Maria                           | 9                          |
| 19366533           | Private room in home               | Margarita                       | 9                          |
| 19373388           | Entire rental unit                 | Greg And Alicia                 | 9                          |
| 19473060           | Private room in rental unit        | Charles                         | 10                         |
| 19484144           | Entire guest suite                 | Susan                           | 9                          |
| 19540224           | Entire rental unit                 | Jodie                           | 9                          |
| 19574477           | Entire place                       | Laurie                          | 9                          |
| 19581567           | Entire rental unit                 | Thomas                          | 9                          |
| 19584489           | Entire rental unit                 | Anne                            | 9                          |
| 19593368           | Entire rental unit                 | Billy                           | 9                          |
| 19727919           | Private room in rental unit        | Lance And Shelly                | 9                          |
| 19735537           | Private room in condo              | Elena                           | 9                          |
| 19904967           | Entire rental unit                 | Evan And Sabrina                | 9                          |
| 19918817           | Private room in rental unit        | Anne                            | 9                          |
| 19969497           | Entire rental unit                 | Terry                           | 9                          |
| 19982161           | Entire rental unit                 | Rada                            | 9                          |
| 19996537           | Entire rental unit                 | Liqin                           | 9                          |
| 19997604           | Entire rental unit                 | Riverside                       | 9                          |
| 20000347           | Entire loft                        | Nick                            | 9                          |
| 20055667           | Private room in condo              | Monya                           | 9                          |
| 20137039           | Entire condo                       | Dennis                          | 9                          |
| 20137476           | Private room in townhouse          | Sophia                          | 9                          |
| 20152689           | Private room in townhouse          | Sophia                          | 9                          |
| 20229074           | Entire condo                       | Jack                            | 9                          |
| 20237145           | Entire rental unit                 | Mary                            | 9                          |
| 20268369           | Private room in condo              | Monya                           | 9                          |
| 20269422           | Private room in rental unit        | Anne                            | 9                          |
| 20359898           | Entire rental unit                 | Chris                           | 9                          |
| 20406376           | Private room in condo              | Oghogho                         | 9                          |
| 20417844           | Private room in rental unit        | Andrew                          | 9                          |
| 20420751           | Private room in rental unit        | Wenqi                           | 9                          |
| 20446955           | Private room in home               | Vanessa                         | 9                          |
| 20456058           | Entire rental unit                 | Avi                             | 9                          |
| 20459710           | Entire rental unit                 | Kishore                         | 9                          |
| 20479416           | Private room in home               | Lance And Shelly                | 9                          |
| 20547874           | Private room in rental unit        | Wenqi                           | 9                          |
| 20588785           | Private room in loft               | Anthony                         | 9                          |
| 20634420           | Private room in home               | Althea                          | 9                          |
| 20649310           | Private room in home               | Ken                             | 9                          |
| 20655696           | Entire home                        | Eder                            | 9                          |
| 20694962           | Private room in rental unit        | Oscar                           | 9                          |
| 20704205           | Private room in home               | Kevin                           | 9                          |
| 20723594           | Private room in home               | Robin                           | 9                          |
| 20747657           | Private room in home               | Brunir                          | 9                          |
| 20754696           | Entire guest suite                 | Ann & Esther                    | 9                          |
| 20772091           | Private room in rental unit        | George                          | 10                         |
| 20775116           | Entire rental unit                 | Laurie                          | 9                          |
| 20785742           | Entire rental unit                 | Richard And Vicki               | 9                          |
| 20812122           | Private room in rental unit        | Greg                            | 9                          |
| 20815139           | Entire townhouse                   | Chris                           | 9                          |
| 20849944           | Private room in home               | Nadia                           | 9                          |
| 20868619           | Entire rental unit                 | Kevin                           | 9                          |
| 20903558           | Private room in home               | Yossi                           | 9                          |
| 20926438           | Entire rental unit                 | Jodie                           | 9                          |
| 20978478           | Private room in rental unit        | Estuardo                        | 10                         |
| 20999140           | Entire rental unit                 | Kat                             | 9                          |
| 21006936           | Entire condo                       | Yao                             | 9                          |
| 21025191           | Private room in home               | Brunir                          | 9                          |
| 21038943           | Private room in rental unit        | Zong                            | 10                         |
| 21039322           | Private room in guest suite        | Zong                            | 9                          |
| 21096288           | Entire home                        | Jordy                           | 9                          |
| 21140575           | Private room in rental unit        | Marie                           | 9                          |
| 21141934           | Private room in rental unit        | Marie                           | 9                          |
| 21152722           | Private room in rental unit        | Selim                           | 9                          |
| 21182192           | Entire rental unit                 | Margarita                       | 9                          |
| 21185484           | Private room in condo              | Nancy                           | 9                          |
| 21190750           | Entire guest suite                 | Bill And Maureen                | 9                          |
| 21230903           | Entire rental unit                 | Alana                           | 9                          |
| 21238858           | Entire guest suite                 | Dana And Andrew                 | 9                          |
| 21350397           | Entire rental unit                 | Stephanie                       | 9                          |
| 21369962           | Entire rental unit                 | Christal                        | 9                          |
| 21444743           | Entire condo                       | Michelle                        | 9                          |
| 21445050           | Entire rental unit                 | Michelle                        | 9                          |
| 21445137           | Entire condo                       | Michelle                        | 9                          |
| 21445237           | Entire condo                       | Michelle                        | 9                          |
| 21454153           | Entire rental unit                 | Mac                             | 9                          |
| 21484706           | Private room in condo              | Ken                             | 9                          |
| 21486679           | Entire rental unit                 | Maverick                        | 9                          |
| 21596829           | Entire home                        | Sevil                           | 9                          |
| 21597670           | Private room in townhouse          | Jc & Cm                         | 9                          |
| 21624391           | Entire home                        | Erin                            | 9                          |
| 21661811           | Private room in home               | Kristina                        | 9                          |
| 21667214           | Private room in rental unit        | April                           | 9                          |
| 21679735           | Private room in home               | Volkan                          | 9                          |
| 21679902           | Entire rental unit                 | Michelle                        | 9                          |
| 21683291           | Private room in home               | Richmond                        | 9                          |
| 21701419           | Private room in rental unit        | Jim                             | 9                          |
| 21736914           | Private room in townhouse          | Alex                            | 9                          |
| 21769647           | Private room in home               | Angela                          | 10                         |
| 21779767           | Entire condo                       | Michelle                        | 9                          |
| 21789235           | Entire rental unit                 | Marie                           | 9                          |
| 21799918           | Entire rental unit                 | Muny                            | 9                          |
| 21800425           | Entire rental unit                 | Muny                            | 9                          |
| 21802497           | Entire rental unit                 | Muny                            | 9                          |
| 21815325           | Entire condo                       | Michelle                        | 9                          |
| 21824260           | Entire rental unit                 | Muny                            | 9                          |
| 21824635           | Entire rental unit                 | Muny                            | 9                          |
| 21824859           | Entire rental unit                 | Muny                            | 9                          |
| 21826196           | Entire rental unit                 | Muny                            | 9                          |
| 21826460           | Entire rental unit                 | Muny                            | 9                          |
| 21826608           | Entire rental unit                 | Muny                            | 9                          |
| 21897391           | Entire condo                       | Karen                           | 9                          |
| 21925988           | Private room in rental unit        | Jurek                           | 9                          |
| 21961507           | Entire condo                       | Chris                           | 9                          |
| 22013980           | Entire home                        | Phyllis                         | 9                          |
| 22081895           | Entire rental unit                 | Brig                            | 9                          |
| 22099733           | Private room in home               | Boris & Susan                   | 9                          |
| 22132037           | Private room in rental unit        | Mirella                         | 9                          |
| 22267104           | Entire guest suite                 | Bill And Maureen                | 10                         |
| 22306805           | Entire home                        | Shelby                          | 9                          |
| 22327139           | Private room in home               | Boris & Susan                   | 9                          |
| 22327141           | Private room in home               | Boris & Susan                   | 9                          |
| 22327142           | Private room in home               | Boris & Susan                   | 9                          |
| 22432082           | Private room in guest suite        | Crystal                         | 9                          |
| 22435979           | Entire rental unit                 | Stefan                          | 9                          |
| 22627055           | Entire rental unit                 | Inn Boston                      | 9                          |
| 22627141           | Entire rental unit                 | Inn Boston                      | 9                          |
| 22627198           | Entire rental unit                 | Inn Boston                      | 9                          |
| 22692343           | Private room in condo              | Luo                             | 9                          |
| 22714438           | Entire loft                        | Melissa                         | 9                          |
| 22768569           | Private room in condo              | Natasha                         | 9                          |
| 22788158           | Entire rental unit                 | Roland                          | 9                          |
| 22840213           | Entire guest suite                 | Kevin                           | 9                          |
| 22845323           | Entire condo                       | Belkis                          | 9                          |
| 22859515           | Private room in home               | Yionel                          | 9                          |
| 22886713           | Entire guest suite                 | Kevin                           | 9                          |
| 22918412           | Entire condo                       | Ali                             | 10                         |
| 23015741           | Entire rental unit                 | Kat                             | 9                          |
| 23016377           | Shared room in rental unit         | Gereon                          | 9                          |
| 23017535           | Entire rental unit                 | Kat                             | 9                          |
| 23017803           | Entire rental unit                 | Kat                             | 9                          |
| 23027286           | Private room in home               | Yionel                          | 9                          |
| 23027875           | Private room in home               | Yionel                          | 9                          |
| 23062683           | Entire rental unit                 | Carmen                          | 9                          |
| 23109832           | Entire condo                       | Anna                            | 9                          |
| 23127262           | Entire home                        | Kim                             | 9                          |
| 23128943           | Private room in condo              | Jim                             | 9                          |
| 23147024           | Entire rental unit                 | Carolina                        | 9                          |
| 23149016           | Entire home                        | Yionel                          | 9                          |
| 23152798           | Entire rental unit                 | Weihai                          | 9                          |
| 23165210           | Entire rental unit                 | Kat                             | 9                          |
| 23166408           | Entire condo                       | Patty                           | 9                          |
| 23181189           | Private room in townhouse          | Sophia                          | 9                          |
| 23183205           | Entire condo                       | Michelle                        | 9                          |
| 23252361           | Entire rental unit                 | Tim                             | 9                          |
| 23258400           | Private room in rental unit        | Jay                             | 9                          |
| 23272728           | Private room in rental unit        | Carolina                        | 9                          |
| 23287236           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 23287239           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 23288548           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 23289378           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 23289684           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 23302453           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 23302890           | Entire serviced apartment          | Global Luxury Suites            | 9                          |
| 23304072           | Entire rental unit                 | Inn Boston                      | 9                          |
| 23304141           | Entire rental unit                 | Inn Boston                      | 9                          |
| 23316169           | Entire condo                       | Yusuf                           | 9                          |
| 23321493           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 23375776           | Private room in rental unit        | Firlian                         | 9                          |
| 23380501           | Private room in rental unit        | Firlian                         | 9                          |
| 23392249           | Entire serviced apartment          | Bluebird                        | 9                          |
| 23393082           | Entire serviced apartment          | Bluebird                        | 9                          |
| 23393395           | Entire serviced apartment          | Bluebird                        | 9                          |
| 23393589           | Entire serviced apartment          | Bluebird                        | 9                          |
| 23394295           | Entire serviced apartment          | Bluebird                        | 9                          |
| 23412602           | Entire rental unit                 | Michelle                        | 9                          |
| 23483066           | Private room in rental unit        | Joshua                          | 9                          |
| 23487191           | Private room in townhouse          | Kevin                           | 9                          |
| 23502271           | Entire rental unit                 | Sue                             | 9                          |
| 23502542           | Private room in condo              | Lauren                          | 9                          |
| 23592161           | Entire condo                       | Dr. Robert                      | 9                          |
| 23624354           | Entire home                        | Karen                           | 9                          |
| 23632539           | Entire rental unit                 | Brandon                         | 9                          |
| 23668146           | Private room in rental unit        | Anne                            | 9                          |
| 23687280           | Entire rental unit                 | Kat                             | 9                          |
| 23687980           | Entire rental unit                 | Kat                             | 9                          |
| 23761996           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 23780136           | Entire rental unit                 | Peggy                           | 9                          |
| 23790542           | Private room in rental unit        | Trinh                           | 9                          |
| 23800657           | Entire condo                       | Ella                            | 9                          |
| 23801768           | Entire rental unit                 | Luxurious                       | 9                          |
| 23805314           | Entire guesthouse                  | David                           | 10                         |
| 23805779           | Private room in home               | Ian                             | 9                          |
| 23822858           | Entire rental unit                 | Luxurious                       | 9                          |
| 23841523           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 23842606           | Private room in rental unit        | Firlian                         | 9                          |
| 23872975           | Entire condo                       | Kristen                         | 9                          |
| 23912131           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 23918171           | Entire rental unit                 | Cassandra                       | 9                          |
| 23947734           | Private room in rental unit        | Marie                           | 9                          |
| 23965606           | Entire rental unit                 | Marie                           | 9                          |
| 24032465           | Private room in rental unit        | Marie                           | 9                          |
| 24034961           | Private room in rental unit        | Marie                           | 9                          |
| 24035495           | Entire rental unit                 | Matthew                         | 9                          |
| 24061454           | Entire rental unit                 | Andre                           | 9                          |
| 24079621           | Entire rental unit                 | Mary                            | 9                          |
| 24080196           | Private room in rental unit        | Kexi & Anthony                  | 9                          |
| 24087726           | Private room in rental unit        | Kexi & Anthony                  | 9                          |
| 24090510           | Private room in rental unit        | Kexi & Anthony                  | 9                          |
| 24094681           | Entire rental unit                 | Drew                            | 9                          |
| 24131246           | Entire condo                       | Selim                           | 9                          |
| 24168312           | Entire condo                       | Michelle                        | 9                          |
| 24219094           | Entire home                        | Barry                           | 9                          |
| 24261049           | Entire home                        | Victor                          | 9                          |
| 24265005           | Entire rental unit                 | Marianne                        | 9                          |
| 24277032           | Entire condo                       | Michelle                        | 9                          |
| 24324950           | Private room in rental unit        | Doug                            | 9                          |
| 24325336           | Entire rental unit                 | Michelle                        | 9                          |
| 24347267           | Private room in home               | Ken                             | 9                          |
| 24356120           | Entire rental unit                 | Leo                             | 9                          |
| 24378766           | Entire rental unit                 | Kj                              | 9                          |
| 24401790           | Entire condo                       | Francisco                       | 9                          |
| 24412927           | Entire home                        | Richmond                        | 9                          |
| 24471492           | Private room in home               | Joshua                          | 9                          |
| 24484501           | Entire rental unit                 | William                         | 9                          |
| 24563107           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 24598387           | Entire condo                       | Greg                            | 9                          |
| 24598890           | Private room in home               | Althea                          | 9                          |
| 24600107           | Entire home                        | Charles                         | 9                          |
| 24633212           | Private room in home               | Siena                           | 9                          |
| 24644312           | Shared room in home                | Yanlin                          | 9                          |
| 24645479           | Private room in home               | Siena                           | 9                          |
| 24647800           | Private room in home               | Siena                           | 10                         |
| 24749244           | Entire rental unit                 | Maverick                        | 9                          |
| 24756613           | Private room in condo              | Ken                             | 9                          |
| 24783227           | Entire guest suite                 | Jessica                         | 9                          |
| 24845439           | Private room in rental unit        | Booker                          | 9                          |
| 24865433           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 24909410           | Entire rental unit                 | Muzammil                        | 9                          |
| 24944930           | Private room in rental unit        | Lance And Shelly                | 9                          |
| 24946602           | Entire rental unit                 | Brittany                        | 9                          |
| 24965806           | Entire rental unit                 | Riverside                       | 9                          |
| 24969609           | Entire rental unit                 | Wenqi                           | 9                          |
| 24971621           | Private room in home               | Yanlin                          | 9                          |
| 24992422           | Entire condo                       | Katherine And Dan               | 9                          |
| 25025114           | Private room in condo              | Ken                             | 9                          |
| 25158106           | Entire serviced apartment          | Global Luxury                   | 9                          |
| 25266010           | Private room in condo              | Jill                            | 9                          |
| 25284439           | Entire serviced apartment          | Global Luxury                   | 9                          |
| 25324358           | Private room in rental unit        | Ikem                            | 9                          |
| 25326962           | Private room in townhouse          | Claire                          | 9                          |
| 25328440           | Private room in townhouse          | Claire                          | 9                          |
| 25374033           | Entire rental unit                 | Churchill                       | 9                          |
| 25382635           | Private room in rental unit        | Lorena & Ivan (Myhomelike)      | 9                          |
| 25416313           | Private room in condo              | Ken                             | 9                          |
| 25429787           | Private room in condo              | Fabien                          | 9                          |
| 25476466           | Entire condo                       | Suzanne                         | 9                          |
| 25520363           | Entire townhouse                   | Haim                            | 9                          |
| 25531778           | Private room in rental unit        | Michael                         | 9                          |
| 25576444           | Entire condo                       | Michael                         | 9                          |
| 25770647           | Entire loft                        | Kelly & Chris                   | 9                          |
| 25775084           | Private room in home               | Tina                            | 10                         |
| 25933888           | Entire loft                        | Elisangela                      | 9                          |
| 25947332           | Entire rental unit                 | Sabrina                         | 9                          |
| 25971732           | Entire rental unit                 | Luxurious                       | 9                          |
| 25975436           | Entire rental unit                 | Luxurious                       | 9                          |
| 26005227           | Entire condo                       | Julie                           | 9                          |
| 26012594           | Entire home                        | Eder                            | 9                          |
| 26013456           | Private room in rental unit        | Ehab                            | 9                          |
| 26014903           | Entire condo                       | Marat                           | 9                          |
| 26094005           | Private room in home               | Ling                            | 9                          |
| 26102579           | Entire rental unit                 | Luxurious                       | 9                          |
| 26104302           | Entire rental unit                 | Luxurious                       | 9                          |
| 26104687           | Entire rental unit                 | Luxurious                       | 9                          |
| 26105250           | Entire rental unit                 | Luxurious                       | 9                          |
| 26105589           | Entire rental unit                 | Luxurious                       | 9                          |
| 26108847           | Entire rental unit                 | Luxurious                       | 9                          |
| 26109078           | Entire rental unit                 | Luxurious                       | 9                          |
| 26109200           | Entire rental unit                 | Luxurious                       | 9                          |
| 26109264           | Entire rental unit                 | Luxurious                       | 9                          |
| 26127318           | Entire condo                       | Suzanne                         | 9                          |
| 26130154           | Private room in townhouse          | Josh & Whitney                  | 9                          |
| 26130187           | Entire condo                       | Michelle                        | 9                          |
| 26131758           | Entire rental unit                 | Luxurious                       | 9                          |
| 26132354           | Entire rental unit                 | Luxurious                       | 9                          |
| 26132566           | Entire rental unit                 | Luxurious                       | 9                          |
| 26160905           | Entire rental unit                 | Nakeisha                        | 9                          |
| 26163695           | Private room in home               | Frederick & Sabina              | 9                          |
| 26207713           | Private room in rental unit        | Liviu                           | 9                          |
| 26246423           | Entire rental unit                 | Brian                           | 9                          |
| 26252951           | Private room in guest suite        | Victoria                        | 9                          |
| 26333739           | Entire rental unit                 | Maude                           | 9                          |
| 26353456           | Entire home                        | Dorothy & Seth                  | 9                          |
| 26361101           | Entire serviced apartment          | Luxurious                       | 9                          |
| 26361743           | Entire rental unit                 | Luxurious                       | 9                          |
| 26395595           | Entire rental unit                 | Marianne                        | 9                          |
| 26532751           | Private room in condo              | Ken                             | 9                          |
| 26750505           | Private room in rental unit        | Anne                            | 9                          |
| 26778714           | Entire rental unit                 | Laura And Olivia                | 9                          |
| 26828892           | Private room in rental unit        | Lance And Shelly                | 9                          |
| 26849307           | Entire rental unit                 | Sherwin                         | 9                          |
| 26849309           | Entire rental unit                 | Sherwin                         | 9                          |
| 27074605           | Private room in condo              | Ken                             | 9                          |
| 27112752           | Entire condo                       | Jason                           | 9                          |
| 27158560           | Private room in condo              | Eda                             | 9                          |
| 27168524           | Private room in home               | Von                             | 9                          |
| 27203329           | Private room in townhouse          | Claire                          | 9                          |
| 27251319           | Entire serviced apartment          | Global Luxury                   | 9                          |
| 27252588           | Entire serviced apartment          | Global Luxury                   | 9                          |
| 27323777           | Entire rental unit                 | Sophia                          | 9                          |
| 27339519           | Entire rental unit                 | Frank & Delilah                 | 9                          |
| 27371399           | Entire rental unit                 | Mike And Toni                   | 9                          |
| 27394276           | Private room in rental unit        | Jamie                           | 9                          |
| 27404136           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 27501160           | Entire condo                       | Erik                            | 9                          |
| 27503398           | Entire rental unit                 | Devora                          | 9                          |
| 27625974           | Entire condo                       | Kevin And Emily                 | 9                          |
| 27634728           | Entire condo                       | Kama                            | 9                          |
| 27661676           | Entire townhouse                   | Rachel                          | 9                          |
| 27669626           | Entire condo                       | Ping                            | 9                          |
| 27784901           | Entire townhouse                   | Shervin                         | 9                          |
| 27810970           | Private room in home               | Mort                            | 9                          |
| 27879644           | Private room in home               | Sherwin                         | 9                          |
| 27879776           | Private room in home               | Sherwin                         | 10                         |
| 27904192           | Entire rental unit                 | Alex @ Bcohousing               | 9                          |
| 27906365           | Private room in home               | Mort                            | 9                          |
| 27990313           | Private room in home               | Frederick & Sabina              | 9                          |
| 27990984           | Private room in home               | Frederick & Sabina              | 9                          |
| 27992316           | Entire guest suite                 | Jonathan                        | 9                          |
| 28014596           | Private room in rental unit        | Anne                            | 10                         |
| 28033271           | Private room in condo              | Erika                           | 10                         |
| 28036142           | Private room in home               | Frederick & Sabina              | 9                          |
| 28054656           | Private room in rental unit        | Anne                            | 9                          |
| 28071995           | Entire guest suite                 | Bj                              | 9                          |
| 28161172           | Private room in home               | Sherwin                         | 10                         |
| 28202522           | Private room in condo              | Ken                             | 9                          |
| 28241815           | Entire rental unit                 | Kat                             | 9                          |
| 28242815           | Entire rental unit                 | Kat                             | 9                          |
| 28298193           | Entire condo                       | Michelle                        | 9                          |
| 28302081           | Private room in home               | Gianni                          | 9                          |
| 28360335           | Entire rental unit                 | Blueground                      | 9                          |
| 28440873           | Entire condo                       | Rachel                          | 9                          |
| 28462016           | Private room in home               | Bruce                           | 10                         |
| 28578655           | Private room in home               | Andre                           | 9                          |
| 28635984           | Entire home                        | Manuel                          | 9                          |
| 28749495           | Private room in home               | Jeana                           | 9                          |
| 28756042           | Private room in condo              | Michael                         | 9                          |
| 28770914           | Private room in condo              | Michael                         | 9                          |
| 28843171           | Private room in home               | Jeana                           | 10                         |
| 28867304           | Private room in home               | Jeana                           | 9                          |
| 28912741           | Entire condo                       | Kiki                            | 9                          |
| 28915006           | Private room in guest suite        | Rohn                            | 9                          |
| 28992318           | Private room in home               | Turana                          | 9                          |
| 29010062           | Private room in condo              | Jason                           | 9                          |
| 29037205           | Entire condo                       | Timothy                         | 9                          |
| 29064530           | Private room in home               | Turana                          | 9                          |
| 29070339           | Entire condo                       | Jinghan                         | 9                          |
